ProbeID	PrimaryAccession
A_24_P262355	NM_002634
A_23_P48416	NM_014953
A_23_P168092	ENST00000320994
A_23_P8938	NM_033304
A_23_P24676	NM_001005204
A_23_P341860	BC073815
A_32_P212178	THC2685965
A_24_P252497	NM_025195
A_32_P306768	BC027847
A_32_P24059	THC2525418
A_24_P684799	AI015919
A_24_P390060	NM_138451
A_24_P289208	NM_003226
A_32_P128496	DQ786272
A_32_P33263	ENST00000340940
A_23_P92972	NM_020389
A_24_P312381	THC2577459
A_24_P97129	NM_001006946
A_24_P145268	BC041842
A_24_P296568	NM_006807
A_32_P198295	THC2694186
A_23_P114282	NM_014060
A_32_P107463	AK095945
A_23_P152406	NM_032330
A_32_P164513	NM_172193
A_32_P139894	BF514513
A_32_P168053	THC2724034
A_23_P26037	NM_032892
A_32_P139898	THC2559123
A_24_P390070	NM_003769
A_32_P218989	NM_004559
A_23_P217866	NM_005531
A_23_P48470	NM_005432
A_24_P289273	BC008094
A_32_P198282	A_32_P198282
A_23_P8913	NM_000067
A_23_P41359	NM_014487
A_23_P36567	NM_004416
A_24_P159434	NM_007261
A_24_P332816	NM_014677
A_23_P26024	NM_032413
A_32_P72492	NM_152539
A_24_P544485	BE328135
A_23_P26021	NM_004236
A_24_P3804	NM_001039651
A_23_P152428	NM_052858
A_24_P186141	ENST00000317008
A_24_P97104	NM_001935
A_24_P115774	NM_001166
A_24_P145249	BC035978
A_24_P164549	NM_032932
A_24_P296508	NM_152346
A_24_P145242	BC034228
A_24_P927206	N34682
A_32_P180385	BX094246
A_24_P87498	NM_024107
A_23_P48455	NM_030943
A_23_P217845	NM_002928
A_24_P390055	AL834278
A_23_P259362	AF156973
A_24_P306754	A_24_P306754
A_23_P8977	NM_173519
A_32_P164522	NM_182620
A_23_P135190	NM_006266
A_24_P145216	BC030635
A_23_P114299	NM_001504
A_23_P129556	NM_000418
A_24_P323545	NM_024729
A_23_P26004	BC063881
A_32_P8772	BI439791
A_32_P218992	THC2648849
A_23_P217872	NM_006015
A_32_P67837	CR590573
A_24_P170496	ENST00000333546
A_24_P251969	NM_000800
A_24_P481774	AL133089
A_24_P136211	XM_931016
A_24_P306720	BC067103
A_24_P296520	NM_003342
A_23_P135184	NM_006266
A_32_P305820	BC031228
A_24_P145229	NM_032816
A_23_P8906	NM_013437
A_24_P914744	THC2768053
A_24_P817066	NM_182501
A_24_P186204	NM_182503
A_24_P623782	NM_001005217
A_23_P146584	NM_080655
A_23_P217820	NM_014762
A_23_P80136	NM_003683
A_32_P97513	THC2679050
A_24_P115762	NM_148170
A_23_P259344	NM_031890
A_23_P395670	AK096991
A_24_P82957	NM_018683
A_23_P129577	NM_033208
A_23_P324706	AB018295
A_32_P45101	AK026099
A_24_P280378	NM_014691
A_32_P53713	BC111068
A_23_P393531	NM_004027
A_24_P202632	NM_017509
A_24_P97145	NM_020738
A_23_P207125	NM_020795
A_24_P202637	BC017357
A_23_P259357	NM_001001479
A_24_P312325	NM_001033662
A_23_P152462	NM_052874
A_23_P8961	NM_000880
A_23_P52846	THC2694735
A_24_P914722	U50277
A_24_P76521	AK056691
A_24_P252462	NM_000370
A_23_P217804	NM_033487
A_32_P8724	THC2678411
A_23_P61180	NM_018390
A_32_P155832	THC2647142
A_23_P23191	NM_005529
A_23_P114259	NM_080873
A_23_P48495	NM_199206
A_23_P23194	NM_032409
A_23_P160466	NM_006996
A_23_P259328	NM_003630
A_24_P914750	AI950749
A_23_P21045	NM_012147
A_32_P45168	NR_002211
A_23_P129513	NM_006428
A_24_P914759	NM_201382
A_24_P186216	BC041361
A_23_P80122	NM_004627
A_24_P244096	NM_001002762
A_23_P165494	NM_015530
A_23_P80129	NM_003683
A_24_P38316	THC2609493
A_32_P379379	NM_173681
A_23_P48481	NM_133510
A_24_P804216	AF119892
A_23_P48487	NM_183002
A_23_P324718	NM_203446
A_23_P259333	NM_016487
A_24_P170454	NM_004505
A_23_P311410	AL831885
A_32_P790284	NM_031303
A_23_P52868	A_23_P52868
A_23_P358513	NM_173814
A_24_P15043	NM_025010
A_23_P339652	NM_176882
A_23_P129569	NM_024675
A_32_P65391	NM_173814
A_32_P139815	BX094072
A_32_P65395	XR_015406
A_32_P225916	THC2588453
A_32_P155811	NM_012120
A_23_P311468	NM_182498
A_24_P109661	XR_019191
A_24_P97197	NM_182642
A_24_P76558	NM_182832
A_23_P81934	NM_025260
A_24_P280333	NM_182497
A_24_P118260	ENST00000312710
A_23_P114275	NM_006667
A_24_P846810	A_24_P846810
A_23_P21063	NM_198056
A_24_P58620	AY358924
A_23_P61191	A_23_P61191
A_32_P225905	XR_015700
A_23_P259314	NM_001008
A_32_P121483	A_32_P121483
A_32_P15156	BX648207
A_32_P305888	NM_024577
A_24_P296587	NM_005220
A_23_P52806	NM_012104
A_24_P927553	A_24_P927553
A_24_P884690	A_24_P884690
A_23_P411993	NM_030569
A_24_P121171	NM_015517
A_24_P118271	A_24_P118271
A_24_P15062	NM_020714
A_23_P114221	NM_002893
A_23_P80156	NM_206962
A_32_P15169	A_32_P15169
A_24_P280328	NR_001524
A_32_P72466	NM_024771
A_23_P61140	NM_006480
A_24_P867702	A_24_P867702
A_24_P366493	BC030655
A_24_P115700	NM_078470
A_24_P156922	NM_001007098
A_23_P81912	NM_178014
A_32_P198223	THC2735727
A_24_P914711	BC002892
A_23_P114210	NM_000307
A_23_P339641	AK093319
A_24_P118247	NM_001012762
A_23_P307624	AB058703
A_23_P358542	NM_145754
A_24_P58607	XR_018913
A_23_P358548	NM_199329
A_32_P208424	NM_002107
A_23_P349944	NM_134425
A_24_P75700	A_24_P75700
A_23_P165450	NM_024085
A_23_P146554	NM_000954
A_23_P52826	NM_032725
A_23_P165457	NM_005209
A_24_P494230	AK123750
A_23_P324754	NM_018689
A_23_P135104	NM_016034
A_23_P358555	NM_032356
A_23_P125686	NR_002226
A_24_P53600	NM_139321
A_32_P72447	NM_014501
A_24_P804267	NM_001001675
A_23_P132285	NM_001013440
A_23_P165442	NM_013392
A_24_P804263	NM_001320
A_24_P943358	NM_006716
A_24_P186274	NM_001007563
A_23_P358564	NM_153216
A_23_P135132	NM_174938
A_23_P323801	NM_152439
A_23_P258714	NM_006295
A_23_P349966	NM_152913
A_23_P146572	NM_015392
A_32_P195346	THC2607363
A_23_P146576	NM_021996
A_24_P694998	A_24_P694998
A_24_P33197	NM_001024457
A_23_P39304	NM_002784
A_23_P157147	NM_018106
A_24_P118231	NM_001003803
A_23_P39309	NM_002784
A_24_P85606	AF119898
A_23_P339633	NM_174931
A_23_P217886	NM_194458
A_24_P390096	NM_006851
A_23_P146526	NM_015110
A_24_P62469	NM_014638
A_24_P941441	NM_006572
A_32_P46146	AI374885
A_23_P23114	NM_080392
A_23_P39315	NM_021187
A_23_P14612	NM_002009
A_23_P339601	AK095562
A_24_P280390	NM_001017981
A_23_P323823	NM_170610
A_23_P349901	NM_033272
A_23_P35871	NM_024680
A_23_P412515	NM_012129
A_23_P43490	NM_058197
A_23_P132294	NM_001001560
A_23_P165414	NM_144711
A_24_P919850	NM_000710
A_32_P46155	NM_021269
A_23_P146512	NM_016548
A_24_P156911	NM_003528
A_24_P220618	NM_015168
A_23_P151093	NM_001040436
A_32_P202587	A_32_P202587
A_32_P134788	NM_000972
A_23_P425066	NM_000496
A_23_P412508	NM_173806
A_23_P151098	NM_032641
A_24_P412734	NM_173502
A_24_P513498	AL390150
A_32_P437735	AK055439
A_23_P165408	NM_144711
A_24_P919840	ENST00000377156
A_24_P353289	NM_031444
A_23_P165402	NM_016047
A_24_P346517	NM_144648
A_23_P23171	NM_017629
A_24_P910952	ENST00000367390
A_23_P390206	A_23_P390206
A_23_P323749	NM_025049
A_23_P344988	NM_016513
A_23_P252681	NM_005017
A_23_P349928	NM_003113
A_23_P217899	NM_001039577
A_23_P146539	NM_002170
A_24_P919876	Y14488
A_23_P52888	NM_001584
A_23_P259393	NM_001005159
A_24_P366465	A_24_P366465
A_24_P552450	THC2685646
A_32_P109645	AI247465
A_23_P151075	NM_001175
A_23_P129587	NM_153028
A_32_P464910	AK022165
A_24_P33156	NM_001010982
A_24_P213277	XR_018267
A_23_P323872	NM_016260
A_23_P412526	AF126020
A_23_P75663	NM_001001965
A_24_P186342	NM_020917
A_23_P23155	NM_018836
A_23_P39356	NM_005303
A_23_P23151	NM_014812
A_24_P632160	A_24_P632160
A_24_P366415	ENST00000306716
A_24_P33140	X77690
A_32_P203939	THC2689427
A_23_P412554	NM_145055
A_32_P121424	NM_152565
A_24_P467568	BF801387
A_24_P919812	A_24_P919812
A_23_P151059	NM_018088
A_24_P366445	A_24_P366445
A_32_P109666	BQ286187
A_24_P226076	NM_015143
A_32_P794894	BC012185
A_24_P213256	XR_016657
A_23_P202034	THC2662526
A_23_P339691	NM_178353
A_24_P334300	NM_004113
A_23_P152245	NM_052987
A_24_P372580	NM_024725
A_24_P919805	A_24_P919805
A_23_P75647	NM_006389
A_32_P136597	THC2714184
A_23_P219013	NM_033450
A_32_P109653	THC2669092
A_23_P202029	NM_006459
A_24_P213228	ENST00000331458
A_32_P33185	BM924037
A_23_P151066	ENST00000355793
A_23_P14673	NM_020962
A_32_P128558	AF316855
A_32_P216193	F13170
A_23_P412577	NM_173505
A_32_P82515	AI344752
A_24_P919835	AW971125
A_32_P38735	NM_144639
A_24_P44916	NM_145057
A_32_P109604	ENST00000369381
A_23_P14649	AK021784
A_24_P33115	XR_015828
A_24_P757255	ENST00000377411
A_24_P63827	NM_005494
A_23_P202013	NM_030751
A_32_P162862	AY831680
A_24_P181275	NM_003850
A_23_P376088	NM_017806
A_23_P412562	NM_174896
A_24_P334361	NM_017631
A_23_P74809	NM_015127
A_24_P372562	BC020242
A_23_P60180	NM_005157
A_24_P366457	A_24_P366457
A_23_P60189	A_23_P60189
A_32_P128572	NM_020948
A_32_P134772	ENST00000338358
A_23_P151046	NM_002259
A_23_P389692	NM_020776
A_24_P213206	CR627448
A_24_P472055	AK027134
A_24_P118281	XR_018509
A_23_P202004	NM_020200
A_32_P203979	BX112970
A_32_P345444	AK057766
A_32_P82530	A_32_P82530
A_23_P74852	AL035301
A_24_P927588	A_24_P927588
A_23_P43412	NM_018437
A_23_P132216	NM_004175
A_23_P43415	NM_000197
A_24_P44931	NM_032868
A_24_P156993	NM_139346
A_23_P14667	NM_004213
A_24_P323298	A_24_P323298
A_24_P205994	NM_001013442
A_23_P363255	NM_025214
A_24_P319088	NM_005064
A_23_P202071	NM_006561
A_24_P181254	NM_006418
A_32_P169142	A_32_P169142
A_23_P132248	NM_019103
A_23_P252636	NM_022048
A_24_P538250	AI359640
A_32_P96124	A_32_P96124
A_23_P74828	NM_030772
A_23_P43425	NM_017998
A_24_P945000	NM_182620
A_23_P151027	NM_014802
A_32_P41924	AF086011
A_32_P35947	XM_940977
A_23_P202067	NM_012311
A_24_P334378	NM_024743
A_23_P376096	NM_182919
A_23_P252603	AF174606
A_23_P74870	NM_025063
A_23_P75630	NM_052968
A_24_P737492	AF035297
A_23_P132237	NM_015370
A_23_P370162	ENST00000321448
A_24_P721699	AK027222
A_23_P43434	NM_005047
A_24_P397386	NM_002310
A_24_P604851	AK023892
A_23_P202053	NM_002216
A_32_P33114	ENST00000381889
A_23_P54991	NM_080677
A_24_P76911	NM_015528
A_23_P74843	NM_018060
A_32_P41919	AK095054
A_23_P252653	NM_006374
A_23_P132263	NM_019843
A_23_P132260	NM_014303
A_24_P122636	NM_006085
A_32_P109637	THC2554861
A_23_P60146	NM_006207
A_23_P362759	NM_018699
A_24_P156113	NM_014601
A_24_P372553	NM_015608
A_24_P15182	XM_929928
A_32_P96134	DQ287932
A_23_P43455	NM_152286
A_23_P74895	NM_024674
A_24_P927054	A_24_P927054
A_24_P194819	XM_071013
A_23_P48350	NM_182848
A_32_P7176	AW949170
A_24_P472007	NM_001080421
A_24_P911950	A_24_P911950
A_23_P48358	NM_000282
A_24_P296457	NM_000294
A_23_P252671	NM_007097
A_32_P82580	A_32_P82580
A_32_P158875	AK091766
A_23_P60166	NM_022783
A_24_P927027	THC2548564
A_32_P203998	THC2538918
A_23_P252857	NM_018321
A_23_P24176	NM_019084
A_23_P132277	NM_006739
A_23_P252642	NM_152384
A_23_P43476	NM_003383
A_24_P131236	NM_014849
A_23_P60130	NM_052886
A_23_P425681	NM_000729
A_24_P44992	ENST00000317836
A_24_P945096	NM_021096
A_32_P109683	NM_001015038
A_24_P59053	ENST00000390350
A_32_P164661	R38716
A_24_P677219	THC2628231
A_32_P96188	AK023474
A_24_P164071	AK098479
A_23_P74887	AB007937
A_24_P101921	ENST00000332342
A_23_P60106	BC007917
A_23_P60101	NM_030895
A_23_P120056	NM_033046
A_24_P145377	NM_005348
A_24_P942676	A_24_P942676
A_24_P279520	NM_015510
A_24_P721638	THC2721291
A_23_P252664	U27333
A_24_P289504	XR_019178
A_23_P114582	THC2532155
A_23_P324873	NR_000011
A_32_P164637	A_32_P164637
A_32_P164630	NM_001014
A_32_P107372	NM_002053
A_24_P927099	AI989650
A_24_P384990	BC022830
A_24_P927339	A_24_P927339
A_24_P900555	XR_019510
A_24_P332595	XR_018618
A_23_P120062	NM_003203
A_24_P709476	BC105699
A_32_P164649	NM_002967
A_24_P122658	BX648945
A_23_P57989	NM_024665
A_23_P114597	NM_001014291
A_23_P8834	NM_001979
A_24_P252794	NM_003591
A_32_P175935	AK125162
A_23_P60120	NM_031415
A_24_P323265	NM_017747
A_23_P252817	NM_001048
A_32_P160492	BC028846
A_24_P289565	XR_019415
A_24_P878366	A_24_P878366
A_24_P911960	BC141946
A_23_P376014	BC015442
A_24_P418138	AF218021
A_23_P8820	NM_001442
A_32_P145153	NM_000993
A_32_P150418	AK056140
A_24_P107142	NM_145869
A_24_P242204	NM_145799
A_24_P696507	AK092810
A_32_P128588	AW851396
A_24_P59099	XR_019339
A_24_P911939	NM_001006627
A_23_P311585	AJ406949
A_32_P41996	THC2669063
A_24_P418106	A_24_P418106
A_24_P289573	A_24_P289573
A_23_P48339	NM_175605
A_23_P8812	W60781
A_24_P491397	NM_001010978
A_32_P158818	THC2717610
A_24_P15114	NM_020935
A_24_P145333	AL834353
A_32_P49854	THC2697511
A_23_P48307	NM_030979
A_24_P749042	A_24_P749042
A_24_P59062	NM_080839
A_24_P296424	NM_000086
A_24_P418152	ENST00000322227
A_23_P376036	NM_152596
A_24_P942630	NM_001080424
A_24_P312041	NM_006718
A_23_P8801	NM_000777
A_24_P252785	NM_000314
A_24_P927377	AA747799
A_24_P159702	NM_005570
A_24_P252780	NM_198514
A_24_P914448	AJ002785
A_32_P218671	THC2672257
A_32_P49867	XM_928321
A_32_P72181	BC035184
A_24_P407645	NM_001030288
A_24_P312058	NM_138459
A_24_P136725	ENST00000374919
A_24_P418126	NM_005934
A_23_P24129	NM_012242
A_23_P23292	NM_006917
A_24_P341292	NM_024733
A_23_P376060	NM_012481
A_23_P52951	XR_018403
A_23_P23296	NM_000299
A_23_P366426	NM_173464
A_23_P135294	NM_000692
A_23_P160154	NM_000403
A_24_P489976	A_24_P489976
A_24_P34231	AF132204
A_24_P846988	XM_374705
A_24_P145316	NM_183040
A_24_P477102	A_24_P477102
A_32_P66570	THC2492329
A_23_P129458	NM_145168
A_23_P48327	NM_198404
A_24_P136758	NM_018028
A_24_P696571	AF143888
A_32_P53633	BG327427
A_24_P911927	NM_015085
A_23_P146294	NM_024593
A_23_P48320	NM_005288
A_24_P115651	NM_145010
A_23_P135857	NM_004836
A_32_P110942	CA432213
A_23_P324813	NM_181844
A_23_P425587	NM_001001683
A_23_P129443	AK000013
A_24_P235266	NM_001001555
A_24_P737451	NM_182501
A_23_P170238	NM_020815
A_24_P81740	NM_006755
A_23_P80032	NM_005225
A_24_P109721	ENST00000357301
A_24_P320970	ENST00000376834
A_32_P421527	BC038719
A_24_P312072	NM_020408
A_32_P16339	NM_173545
A_24_P15154	NM_005241
A_24_P252739	ENST00000173785
A_23_P129476	NM_004913
A_23_P135273	NM_001005336
A_24_P477127	NM_000296
A_24_P914479	BC002724
A_23_P349882	NM_005388
A_24_P273474	AK090421
A_32_P208321	THC2726959
A_23_P80027	NM_182519
A_32_P208328	A_32_P208328
A_23_P8848	NM_018250
A_32_P387648	NM_002016
A_24_P558141	A_24_P558141
A_23_P135878	NM_020148
A_24_P366787	BC029785
A_24_P76008	A_24_P76008
A_32_P399546	AF256215
A_24_P235248	NM_002851
A_23_P129466	NM_024997
A_32_P414791	NM_181808
A_23_P307536	NM_024676
A_32_P67904	AK131036
A_24_P40626	NM_022469
A_32_P66523	THC2634889
A_24_P876152	A_24_P876152
A_23_P39682	NM_001079
A_24_P111019	BC028243
A_32_P15081	DB153264
A_24_P202717	NM_018049
A_24_P115621	ENST00000373218
A_24_P177948	NM_173812
A_24_P76078	ENST00000330044
A_32_P7516	BC071773
A_24_P53778	NM_080878
A_24_P914411	S69027
A_24_P252718	BC036529
A_23_P129413	NM_022357
A_23_P14798	NM_002499
A_32_P53678	BX107702
A_23_P116280	NM_024424
A_23_P165796	NM_000523
A_32_P67978	BC008341
A_23_P80008	NM_033118
A_32_P15070	AY429544
A_24_P142095	NM_006738
A_24_P136711	BC030757
A_23_P330616	NM_003387
A_23_P330611	NM_003387
A_24_P892790	AL359650
A_23_P52903	NM_052875
A_23_P129405	A_23_P129405
A_23_P200489	NM_014698
A_23_P105313	NM_001414
A_24_P384979	BC020899
A_24_P818529	NR_002820
A_24_P280029	NM_020315
A_24_P418189	XR_018242
A_24_P273423	AK023542
A_23_P349857	NM_004883
A_24_P177964	BC033253
A_23_P135239	NM_005077
A_24_P76018	AK097724
A_23_P129433	NM_004594
A_24_P367965	NM_033497
A_23_P52939	NM_003627
A_32_P66517	AK023508
A_23_P339744	NR_002797
A_23_P165778	NM_024101
A_23_P80062	NM_003185
A_23_P358009	NM_015291
A_24_P202769	NM_001728
A_23_P48384	NM_016075
A_23_P80068	NM_006806
A_23_P146233	NM_000237
A_24_P569812	CB049726
A_24_P177932	NM_001080479
A_23_P146237	NM_015024
A_23_P135248	NM_006664
A_23_P129425	NM_018430
A_32_P198177	XM_292820
A_23_P339773	NM_182752
A_23_P307570	NR_003087
A_24_P252705	NM_004412
A_24_P384954	NM_006775
A_23_P146209	NM_030954
A_24_P58501	NM_001004195
A_23_P100486	NM_206824
A_32_P208370	A_32_P208370
A_24_P244162	NM_018425
A_24_P142024	NM_014169
A_23_P165788	NM_001008489
A_24_P171690	NM_018401
A_23_P324885	NM_000648
A_23_P307502	AF211119
A_24_P649436	CN478720
A_24_P636179	AI199605
A_24_P273413	NM_019063
A_32_P15035	ENST00000379287
A_32_P208341	AA233733
A_23_P80048	NR_001442
A_23_P146217	NM_004874
A_24_P97687	NM_000524
A_32_P225604	NM_000969
A_24_P378302	AK021784
A_23_P23221	NM_001924
A_23_P100499	NM_024589
A_24_P590164	THC2647660
A_23_P39647	NM_005070
A_23_P135226	NM_001004457
A_23_P425502	NM_017613
A_24_P202748	NM_024074
A_24_P197964	NM_014788
A_23_P349817	NM_004128
A_23_P100469	NM_017853
A_24_P785894	THC2651263
A_32_P225659	AK090630
A_24_P324749	AF432209
A_23_P375494	NM_004364
A_24_P867207	BC042517
A_23_P135826	AK096342
A_24_P378331	NM_144508
A_23_P425579	NM_001008779
A_23_P23234	BC000988
A_32_P134698	ENST00000320205
A_23_P339705	NM_173636
A_23_P307563	NM_001024660
A_32_P158302	BC107860
A_23_P100478	NM_032188
A_23_P146274	NM_007029
A_24_P50091	NR_003260
A_32_P46404	AK092468
A_32_P52018	NM_030948
A_24_P842536	THC2650720
A_32_P225625	AA971667
A_32_P121326	THC2701970
A_24_P356721	NM_000979
A_24_P378368	NM_003791
A_23_P80098	NM_000819
A_24_P412617	NM_173469
A_24_P92163	ENST00000339367
A_23_P100764	NM_016016
A_24_P670762	AI373813
A_23_P144326	NM_080874
A_23_P258018	NM_002477
A_24_P349274	NM_001004727
A_23_P100441	NM_024946
A_32_P139311	A_32_P139311
A_23_P116898	NM_000014
A_23_P375476	NM_175907
A_24_P517901	NM_002136
A_23_P39656	NM_022453
A_23_P307544	NM_025179
A_24_P914495	NM_004954
A_23_P425516	NM_012171
A_23_P129496	NM_001795
A_23_P14716	NM_031284
A_23_P129492	NM_016332
A_24_P299911	NM_015148
A_32_P195401	NM_173511
A_23_P144311	NM_000938
A_23_P80086	NM_013240
A_24_P636130	THC2612250
A_24_P186664	A_24_P186664
A_32_P65473	ENST00000330640
A_23_P23266	ENST00000367808
A_24_P341222	ENST00000326140
A_23_P14708	NM_017661
A_23_P100455	NM_022764
A_23_P39605	NM_006588
A_23_P52986	NM_152718
A_24_P397204	AK054756
A_23_P390116	NM_153023
A_24_P230916	NM_020948
A_23_P129486	NM_016332
A_23_P151198	NM_014891
A_24_P699737	AK022339
A_23_P118025	NM_022355
A_23_P165727	NM_005259
A_24_P785853	AK123461
A_24_P244100	NM_001002762
A_24_P341279	NM_014965
A_23_P165722	NM_004846
A_23_P100420	NM_015144
A_24_P75460	NM_001080500
A_24_P188246	AF118081
A_24_P48983	NM_033626
A_24_P366735	NM_175863
A_23_P100779	NM_014233
A_23_P168266	NM_175057
A_23_P14734	NM_015920
A_32_P195461	AL534010
A_24_P752853	A_24_P752853
A_32_P82895	AB075837
A_32_P225667	THC2743390
A_23_P126970	NM_006335
A_23_P151179	NM_022895
A_32_P121362	AF338234
A_24_P643391	THC2702073
A_23_P168276	NM_004865
A_24_P469141	BC040870
A_23_P202750	NM_014039
A_23_P412603	NM_144773
A_24_P752862	AA744682
A_32_P41698	AL517186
A_23_P125176	L17330
A_23_P75540	NM_032795
A_24_P334005	NM_017887
A_23_P100408	NM_006181
A_32_P195478	NM_005739
A_24_P177987	NM_194283
A_32_P117730	THC2647689
A_24_P397255	NM_153343
A_32_P33083	NM_016378
A_23_P168240	NM_003913
A_23_P14754	NM_178232
A_23_P151166	NM_032369
A_32_P392636	BC036693
A_23_P390148	NM_014636
A_23_P74914	NM_014777
A_23_P118038	NM_005796
A_23_P151159	NM_032300
A_24_P366768	XR_018308
A_24_P397247	NM_018115
A_32_P117760	BG208131
A_23_P390157	NM_006576
A_32_P10831	A_32_P10831
A_23_P151150	NM_202002
A_23_P384512	NM_006963
A_23_P202773	AF247042
A_23_P168259	NM_025217
A_23_P74900	NM_206594
A_32_P216241	NM_182832
A_24_P372189	AK027294
A_24_P107695	NM_001102
A_24_P50028	NM_017516
A_23_P17844	NM_002854
A_23_P375419	NM_144965
A_32_P121350	BM681332
A_23_P43141	NM_001568
A_24_P366777	AK075065
A_23_P60089	NM_024940
A_32_P22826	AA890136
A_32_P128656	ENST00000380780
A_23_P14774	NM_148979
A_24_P76635	AB039791
A_32_P10123	ENST00000369183
A_23_P22682	NM_016608
A_23_P168229	NM_022085
A_24_P932988	AK098307
A_23_P125164	NM_002012
A_24_P786357	AK125982
A_24_P188231	NM_017734
A_23_P390172	NM_021133
A_23_P14769	NM_002005
A_24_P33217	A_24_P33217
A_23_P151133	NM_006675
A_24_P342944	NM_006574
A_23_P202715	NM_016621
A_23_P75509	NM_003626
A_23_P252711	NM_016027
A_23_P75500	NM_015399
A_24_P372643	NM_007105
A_23_P74928	NM_001531
A_32_P134679	A_32_P134679
A_32_P82807	NM_020382
A_32_P361884	NM_173652
A_23_P43164	NM_015170
A_23_P399001	NM_016463
A_23_P202769	NM_005528
A_23_P403284	NM_014562
A_23_P151120	NM_032489
A_32_P10100	A_32_P10100
A_32_P202246	NM_015011
A_24_P397294	NM_145867
A_24_P247626	NM_001004432
A_24_P833067	THC2680363
A_23_P74954	NM_018715
A_23_P252700	NM_014044
A_23_P74950	NM_018715
A_23_P252704	NM_016096
A_23_P17855	NM_007032
A_24_P151498	NM_206962
A_24_P323395	NM_016441
A_24_P188218	NM_002476
A_23_P43150	NM_001017926
A_24_P459182	THC2518182
A_32_P38436	AW856073
A_23_P43157	NM_001080416
A_24_P164388	NM_001031833
A_23_P24097	BC031641
A_23_P390190	NM_014089
A_23_P168211	NM_030796
A_23_P384551	AK056716
A_32_P35847	AI093683
A_32_P33034	THC2738841
A_23_P75529	NM_022062
A_24_P587443	XM_001131042
A_23_P74943	NM_172362
A_24_P151959	AK021860
A_24_P496839	THC2644634
A_32_P117758	BG208131
A_32_P96641	NM_005000
A_23_P43107	NM_030788
A_32_P134657	NM_015349
A_32_P22866	THC2615429
A_23_P151106	NM_007273
